protein_name,short_name,gene_symbol,gene_ID,accession,pfam_ID,identifier,method,resolution,chain,sequence_length,positions
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5CPI,X-ray,2.902 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5CPJ,X-ray,3.15 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5CPK,X-ray,2.632 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5D6Y,X-ray,2.287 Å,A/B/C/D/E/F/a/b/c/d,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5DAH,X-ray,2.611 Å,A/B/C/D,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5FB0,X-ray,2.702 Å,A/C/D/F,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5FB1,X-ray,2.1 Å,A/C,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5FFV,X-ray,1.3 Å,A/B/C/D,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5GH9,X-ray,1.451 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5GSE,X-ray,3.14 Å,A/E/K/O/B/F/L/P/C/G/M/D/H/N/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5GSU,X-ray,3.1 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5GT0,X-ray,2.82 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5GT3,X-ray,2.91 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5GTC,X-ray,2.7 Å,A/E/B/F/C/G/D/H/I/J/K,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5H6Q,X-ray,2.53 Å,A/B/C,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5H6R,X-ray,2.6 Å,A/B/C,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5HJB,X-ray,2.7 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5HJC,X-ray,2.6 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5HJD,X-ray,2.806 Å,A/C/E/G/K/N/Q/T/B/D/F/H/I/J/L/M,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5HYN,X-ray,2.95 Å,A/F/K/Q/B/G/L/R/C/H/M/S/D/I/O/T/E/J/P/U,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5I3L,X-ray,1.85 Å,A/B/C,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5IQL,X-ray,2.1 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5J3V,X-ray,3.05 Å,A/B/C/D,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5J9S,X-ray,2.702 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5JHN,X-ray,1.67 Å,A/B/F/G,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5JIN,X-ray,1.85 Å,A/B/F/G,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5JIY,X-ray,1.48 Å,A/B/F/G,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5JJ0,X-ray,1.72 Å,A/B/F/G,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5JRG,X-ray,2.5 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5KJH,X-ray,2.27 Å,A/B/D,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5KKL,X-ray,2.94 Å,A/B/D,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5LUG,X-ray,1.7 Å,A/B/C/D/E/F/G/H,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5M5G,X-ray,2.27 Å,A/B/D/E,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5MR8,X-ray,1.74 Å,A/C,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5NNC,X-ray,2.22 Å,A/B/C/D,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5NND,X-ray,1.82 Å,A/B/D/E,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5OY3,X-ray,2.136 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5SVX,X-ray,1.56 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5SVY,X-ray,1.05 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5SZB,X-ray,1.2 Å,A/H,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5SZC,X-ray,1.193 Å,A/H,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5T0K,X-ray,1.7 Å,A/B/P/Q,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5T0M,X-ray,1.896 Å,A/B/C/P,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5T1G,X-ray,1.9 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5T1I,X-ray,1.6 Å,A/B/C,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5T8R,X-ray,2.4 Å,A/B/C/D/E/G,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5TBN,NMR,N/A,A/C,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5TDR,X-ray,1.42 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5TDW,X-ray,1.7 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5U2J,X-ray,1.6 Å,C/D/A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5V21,X-ray,2.415 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5V22,X-ray,2.4 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5VA6,X-ray,2.4 Å,A/B/C/D,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5VAB,X-ray,1.702 Å,A/F,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5VGE,X-ray,2.6 Å,A/B/C,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5VNB,X-ray,2.4 Å,A/B/C/D/K,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5WFC,X-ray,2.282 Å,A/B/D,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5WLE,X-ray,1.952 Å,A/C,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5WVO,X-ray,1.997 Å,A/B/C/D,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5WXG,X-ray,1.703 Å,A/P,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5WXH,X-ray,1.297 Å,A/C/D/P,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5WYI,X-ray,2.0 Å,A/B/C/E,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5X60,X-ray,2.69 Å,A/B/C,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5XF3,X-ray,2.6 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5XF4,X-ray,2.87 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5XF5,X-ray,2.82 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5XFQ,X-ray,2.4 Å,A/B/C/D/E/F,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5XFR,X-ray,2.25 Å,A/B/C/D/E/F,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5XNV,X-ray,2.696 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5XTZ,X-ray,2.105 Å,A/B/C/D/E,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5Y0C,X-ray,2.087 Å,I/J/A/E/B/F/C/G/D/H,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5Y0D,X-ray,1.99 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5Y20,X-ray,2.409 Å,A/P,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5Y2F,X-ray,2.53 Å,A/C,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5Z23,X-ray,2.73 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5Z30,X-ray,2.45 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,5ZBX,X-ray,2.58 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6AXJ,X-ray,2.379 Å,A/B/C/D/E/F/G/H,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6AZE,X-ray,2.451 Å,A/P,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6BHD,X-ray,1.25 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6BHE,X-ray,1.35 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6BHG,X-ray,1.45 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6BHH,X-ray,1.85 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6BHI,X-ray,1.4 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6D07,X-ray,2.1 Å,A/B/C/D,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6D08,X-ray,2.1 Å,A/B/C/D,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6E83,NMR,N/A,B/A,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6E86,NMR,N/A,B/A,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6F6D,X-ray,1.81810675209 Å,A/B,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6HGT,X-ray,2.33 Å,A/B/C/D/E/F/G/H,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6HKT,X-ray,9.7 Å,A/E/K/O/U/Y/a/e/k/o/u/y/B/F/L/P/V/Z/b/f/l/p/v/z/0/2/C/G/M/Q/W/c/g/m/q/w/1/3/D/H/N/R/X/d/h/n/r/x/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6HTS,EM,4.8 Å,A/C/E/B/D/F/G/H/I/M/J/N/K/O/L/P/R/X/Y,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6IEU,X-ray,1.787 Å,A/C,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6IIS,X-ray,2.358 Å,A/B/C/D/E/F,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6IIT,X-ray,2.1 Å,A/B/C/D/E/F,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6IPU,X-ray,1.99 Å,A/E/B/C/G/D/H/F/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6IQ4,X-ray,2.25 Å,A/E/B/C/G/D/H/F/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6JOU,X-ray,2.17 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6JR0,X-ray,2.5 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6JR1,X-ray,2.4 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6JXD,X-ray,2.25 Å,A/B/C/D/H/E/F/G/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6K1I,X-ray,2.75 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6K1J,X-ray,2.85 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6K1K,X-ray,2.2 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6KE9,X-ray,2.22 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6KVD,X-ray,2.21 Å,I/J/A/E/B/F/C/G/D/H,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6L49,EM,18.9 Å,A/E/B/F/L/P/T/X/C/G/M/Q/U/Y/D/H/N/R/V/Z/I/J/K/O/S/W,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6L4A,EM,12.3 Å,A/E/K/O/S/W/B/F/L/P/T/X/C/G/M/Q/U/Y/D/H/N/R/V/Z/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6L9H,X-ray,2.6 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6L9Z,X-ray,2.5 Å,A/E/K/O/B/F/L/P/C/G/M/Q/D/H/N/R/I/J/S,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6LA2,X-ray,3.89 Å,A/E/K/O/U/Y/e/i/B/F/L/P/V/Z/f/j/C/G/M/Q/W/a/g/k/D/H/N/R/X/b/h/l/I/c/J/d/S/T,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6LA8,X-ray,3.4 Å,A/E/K/O/B/F/L/P/C/G/M/Q/D/H/N/R/I/J/S,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6LA9,X-ray,3.7 Å,A/E/K/O/B/F/L/P/C/G/M/Q/D/H/N/R/I/J/S/T,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6LAB,X-ray,3.2 Å,A/E/K/O/B/F/L/P/C/G/M/Q/D/H/N/R/I/S/J/T/U/V,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6LE9,X-ray,2.6 Å,A/E/B/F/C/G/D/H/I/J,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6LER,X-ray,3.0 Å,A/E/K/O/B/F/L/P/C/G/M/Q/D/H/N/R/J/S/I/T,136,1-136
Histone H3.1,N/A,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,ENST00000356476.3,P68431,PF00125,6LS6,X-ray,2.2 Å,A/B/C/D,136,1-136
